AreaCode,Area,Year,Series,Value
64,Bhutan,2010,"Assault rate per 100,000 population",9.3
64,Bhutan,2010,"Kidnapping at the national level, rate per 100,000",0.1
64,Bhutan,2010,"Theft at the national level, rate per 100,000 population",67.9
64,Bhutan,2010,"Robbery at the national level, rate per 100,000 population",6.5
64,Bhutan,2010,"Total Sexual Violence at the national level, rate per 100,000",9.9
64,Bhutan,2013,"Intentional homicide rates per 100,000",3.1
64,Bhutan,2013,"Assault rate per 100,000 population",1.7
64,Bhutan,2013,"Kidnapping at the national level, rate per 100,000",0.1
64,Bhutan,2013,"Theft at the national level, rate per 100,000 population",76.5
64,Bhutan,2013,"Robbery at the national level, rate per 100,000 population",5.4
64,Bhutan,2013,"Total Sexual Violence at the national level, rate per 100,000",8.5
64,Bhutan,2014,"Kidnapping at the national level, rate per 100,000",0.8
64,Bhutan,2014,"Theft at the national level, rate per 100,000 population",69.5
64,Bhutan,2014,"Total Sexual Violence at the national level, rate per 100,000",10.6
64,Bhutan,2015,"Intentional homicide rates per 100,000",1.5
64,Bhutan,2015,"Percentage of male and female intentional homicide victims, Male",2.4
64,Bhutan,2015,"Percentage of male and female intentional homicide victims, Female",0.5
68,Bolivia (Plurin. State of),2005,"Intentional homicide rates per 100,000",5.2
68,Bolivia (Plurin. State of),2005,"Assault rate per 100,000 population",66
68,Bolivia (Plurin. State of),2005,"Kidnapping at the national level, rate per 100,000",1.1
68,Bolivia (Plurin. State of),2005,"Theft at the national level, rate per 100,000 population",41.6
68,Bolivia (Plurin. State of),2005,"Robbery at the national level, rate per 100,000 population",93.9
68,Bolivia (Plurin. State of),2005,"Total Sexual Violence at the national level, rate per 100,000",18.9
68,Bolivia (Plurin. State of),2008,"Intentional homicide rates per 100,000",8.6
68,Bolivia (Plurin. State of),2008,"Percentage of male and female intentional homicide victims, Male",14.4
68,Bolivia (Plurin. State of),2008,"Percentage of male and female intentional homicide victims, Female",2.9
68,Bolivia (Plurin. State of),2008,"Assault rate per 100,000 population",72.8
68,Bolivia (Plurin. State of),2008,"Kidnapping at the national level, rate per 100,000",1.3
68,Bolivia (Plurin. State of),2008,"Theft at the national level, rate per 100,000 population",50.3
68,Bolivia (Plurin. State of),2008,"Robbery at the national level, rate per 100,000 population",137.4
68,Bolivia (Plurin. State of),2008,"Total Sexual Violence at the national level, rate per 100,000",26.8
68,Bolivia (Plurin. State of),2010,"Intentional homicide rates per 100,000",12.8
68,Bolivia (Plurin. State of),2010,"Assault rate per 100,000 population",85.2
68,Bolivia (Plurin. State of),2010,"Kidnapping at the national level, rate per 100,000",0.9
68,Bolivia (Plurin. State of),2010,"Theft at the national level, rate per 100,000 population",50.9
68,Bolivia (Plurin. State of),2010,"Robbery at the national level, rate per 100,000 population",125.7
68,Bolivia (Plurin. State of),2010,"Total Sexual Violence at the national level, rate per 100,000",39.8
68,Bolivia (Plurin. State of),2012,"Intentional homicide rates per 100,000",11.9
68,Bolivia (Plurin. State of),2012,"Assault rate per 100,000 population",72.5
68,Bolivia (Plurin. State of),2012,"Kidnapping at the national level, rate per 100,000",1
68,Bolivia (Plurin. State of),2012,"Theft at the national level, rate per 100,000 population",50.8
68,Bolivia (Plurin. State of),2012,"Robbery at the national level, rate per 100,000 population",140.8
68,Bolivia (Plurin. State of),2012,"Total Sexual Violence at the national level, rate per 100,000",47.1
68,Bolivia (Plurin. State of),2015,"Intentional homicide rates per 100,000",6.3
68,Bolivia (Plurin. State of),2015,"Percentage of male and female intentional homicide victims, Male",8
68,Bolivia (Plurin. State of),2015,"Percentage of male and female intentional homicide victims, Female",4.5
70,Bosnia and Herzegovina,2002,"Intentional homicide rates per 100,000",2.4
70,Bosnia and Herzegovina,2002,"Percentage of male and female intentional homicide victims, Male",3.5
70,Bosnia and Herzegovina,2002,"Percentage of male and female intentional homicide victims, Female",1.3
70,Bosnia and Herzegovina,2005,"Intentional homicide rates per 100,000",1.9
70,Bosnia and Herzegovina,2005,"Assault rate per 100,000 population",35.7
70,Bosnia and Herzegovina,2005,"Kidnapping at the national level, rate per 100,000",0.2
70,Bosnia and Herzegovina,2005,"Theft at the national level, rate per 100,000 population",480.4
70,Bosnia and Herzegovina,2005,"Robbery at the national level, rate per 100,000 population",19.7
70,Bosnia and Herzegovina,2008,"Intentional homicide rates per 100,000",1.8
70,Bosnia and Herzegovina,2008,"Assault rate per 100,000 population",38.4
70,Bosnia and Herzegovina,2008,"Kidnapping at the national level, rate per 100,000",0.2
70,Bosnia and Herzegovina,2008,"Theft at the national level, rate per 100,000 population",168.1
70,Bosnia and Herzegovina,2008,"Robbery at the national level, rate per 100,000 population",19.4
70,Bosnia and Herzegovina,2008,"Total Sexual Violence at the national level, rate per 100,000",4.4
70,Bosnia and Herzegovina,2010,"Intentional homicide rates per 100,000",1.5
70,Bosnia and Herzegovina,2010,"Percentage of male and female intentional homicide victims, Male",2.5
70,Bosnia and Herzegovina,2010,"Percentage of male and female intentional homicide victims, Female",0.5
70,Bosnia and Herzegovina,2010,"Assault rate per 100,000 population",13.2
70,Bosnia and Herzegovina,2010,"Kidnapping at the national level, rate per 100,000",0
70,Bosnia and Herzegovina,2010,"Theft at the national level, rate per 100,000 population",296.3
70,Bosnia and Herzegovina,2010,"Total Sexual Violence at the national level, rate per 100,000",3.8
70,Bosnia and Herzegovina,2014,"Intentional homicide rates per 100,000",1.4
70,Bosnia and Herzegovina,2014,"Percentage of male and female intentional homicide victims, Male",2.2
70,Bosnia and Herzegovina,2014,"Percentage of male and female intentional homicide victims, Female",0.6
70,Bosnia and Herzegovina,2014,"Assault rate per 100,000 population",15.5
70,Bosnia and Herzegovina,2014,"Kidnapping at the national level, rate per 100,000",0.1
70,Bosnia and Herzegovina,2014,"Theft at the national level, rate per 100,000 population",155.4
70,Bosnia and Herzegovina,2014,"Robbery at the national level, rate per 100,000 population",26.9
70,Bosnia and Herzegovina,2014,"Total Sexual Violence at the national level, rate per 100,000",3.5
70,Bosnia and Herzegovina,2015,"Intentional homicide rates per 100,000",1.6
70,Bosnia and Herzegovina,2015,"Percentage of male and female intentional homicide victims, Male",2.2
70,Bosnia and Herzegovina,2015,"Percentage of male and female intentional homicide victims, Female",1
70,Bosnia and Herzegovina,2015,"Assault rate per 100,000 population",26
70,Bosnia and Herzegovina,2015,"Theft at the national level, rate per 100,000 population",127.9
70,Bosnia and Herzegovina,2015,"Total Sexual Violence at the national level, rate per 100,000",4.3
72,Botswana,2005,"Intentional homicide rates per 100,000",15.7
72,Botswana,2010,"Intentional homicide rates per 100,000",15
72,Botswana,2010,"Percentage of male and female intentional homicide victims, Male",27.9
72,Botswana,2010,"Percentage of male and female intentional homicide victims, Female",2.5
72,Botswana,2010,"Assault rate per 100,000 population",852.5
72,Botswana,2010,"Kidnapping at the national level, rate per 100,000",0.2
72,Botswana,2010,"Theft at the national level, rate per 100,000 population","1,451.10"
72,Botswana,2010,"Robbery at the national level, rate per 100,000 population",117.3
72,Botswana,2014,"Assault rate per 100,000 population",758.9
72,Botswana,2014,"Kidnapping at the national level, rate per 100,000",0.1
72,Botswana,2014,"Theft at the national level, rate per 100,000 population","1,335.90"
72,Botswana,2014,"Robbery at the national level, rate per 100,000 population",76.5
72,Botswana,2014,"Total Sexual Violence at the national level, rate per 100,000",123.9
76,Brazil,2005,"Intentional homicide rates per 100,000",23.3
76,Brazil,2005,"Percentage of male and female intentional homicide victims, Male",43.5
76,Brazil,2005,"Percentage of male and female intentional homicide victims, Female",3.8
76,Brazil,2010,"Intentional homicide rates per 100,000",22
76,Brazil,2010,"Percentage of male and female intentional homicide victims, Male",40.8
76,Brazil,2010,"Percentage of male and female intentional homicide victims, Female",3.7
76,Brazil,2010,"Assault rate per 100,000 population",360.4
76,Brazil,2010,"Kidnapping at the national level, rate per 100,000",0.2
76,Brazil,2010,"Theft at the national level, rate per 100,000 population",696.2
76,Brazil,2010,"Robbery at the national level, rate per 100,000 population",544.3
76,Brazil,2010,"Total Sexual Violence at the national level, rate per 100,000",23.4
76,Brazil,2013,"Intentional homicide rates per 100,000",26.8
76,Brazil,2013,"Percentage of male and female intentional homicide victims, Male",49.8
76,Brazil,2013,"Percentage of male and female intentional homicide victims, Female",4.4
76,Brazil,2013,"Assault rate per 100,000 population",323.9
76,Brazil,2013,"Kidnapping at the national level, rate per 100,000",0.2
76,Brazil,2013,"Theft at the national level, rate per 100,000 population",873.8
76,Brazil,2013,"Robbery at the national level, rate per 100,000 population",495.7
76,Brazil,2013,"Total Sexual Violence at the national level, rate per 100,000",27.5
76,Brazil,2015,"Intentional homicide rates per 100,000",28.4
76,Brazil,2015,"Percentage of male and female intentional homicide victims, Male",53.1
76,Brazil,2015,"Percentage of male and female intentional homicide victims, Female",4.4
92,British Virgin Islands,2004,"Intentional homicide rates per 100,000",17.7
92,British Virgin Islands,2006,"Intentional homicide rates per 100,000",8.4
96,Brunei Darussalam,2000,"Intentional homicide rates per 100,000",1.2
96,Brunei Darussalam,2000,"Percentage of male and female intentional homicide victims, Male",1.2
96,Brunei Darussalam,2000,"Percentage of male and female intentional homicide victims, Female",1.2
96,Brunei Darussalam,2004,"Intentional homicide rates per 100,000",0.6
96,Brunei Darussalam,2004,"Assault rate per 100,000 population",151
96,Brunei Darussalam,2004,"Kidnapping at the national level, rate per 100,000",0.3
96,Brunei Darussalam,2004,"Theft at the national level, rate per 100,000 population",295.8
96,Brunei Darussalam,2004,"Robbery at the national level, rate per 100,000 population",3.1
96,Brunei Darussalam,2005,"Intentional homicide rates per 100,000",0.5
96,Brunei Darussalam,2005,"Assault rate per 100,000 population",146.5
96,Brunei Darussalam,2005,"Theft at the national level, rate per 100,000 population",332.2
96,Brunei Darussalam,2005,"Robbery at the national level, rate per 100,000 population",2.5
96,Brunei Darussalam,2006,"Intentional homicide rates per 100,000",0.8
96,Brunei Darussalam,2006,"Assault rate per 100,000 population",122.5
96,Brunei Darussalam,2006,"Theft at the national level, rate per 100,000 population",308.6
96,Brunei Darussalam,2006,"Robbery at the national level, rate per 100,000 population",0.5
96,Brunei Darussalam,2010,"Intentional homicide rates per 100,000",0.3
96,Brunei Darussalam,2013,"Intentional homicide rates per 100,000",0.5
100,Bulgaria,2005,"Intentional homicide rates per 100,000",2.6
100,Bulgaria,2005,"Percentage of male and female intentional homicide victims, Male",3.9
100,Bulgaria,2005,"Percentage of male and female intentional homicide victims, Female",1.3
100,Bulgaria,2005,"Assault rate per 100,000 population",47.6
100,Bulgaria,2005,"Kidnapping at the national level, rate per 100,000",2.5
100,Bulgaria,2005,"Theft at the national level, rate per 100,000 population",561.3
100,Bulgaria,2005,"Robbery at the national level, rate per 100,000 population",48.9
100,Bulgaria,2005,"Total Sexual Violence at the national level, rate per 100,000",13.5
100,Bulgaria,2010,"Intentional homicide rates per 100,000",2
100,Bulgaria,2010,"Percentage of male and female intentional homicide victims, Male",3.4
100,Bulgaria,2010,"Percentage of male and female intentional homicide victims, Female",0.7
100,Bulgaria,2010,"Assault rate per 100,000 population",41
100,Bulgaria,2010,"Kidnapping at the national level, rate per 100,000",1.6
100,Bulgaria,2010,"Theft at the national level, rate per 100,000 population",681.5
100,Bulgaria,2010,"Robbery at the national level, rate per 100,000 population",50.5
100,Bulgaria,2010,"Total Sexual Violence at the national level, rate per 100,000",9.4
