F01,F02,F03,F04,T
4,2,0,2300,1
4,1,1030,2020,1
4,2,0,2450,1
7,1,1400,2150,1
2,1,0,2550,0
3,1,0,2220,1
4,3,0,1080,1
4,2,0,1400,1
4,2,0,3600,1
5,2.5,800,2950,1
2,1,0,1510,0
3,1,890,1750,1
3,1,700,1680,1
3,1,0,1780,1
5,1,1200,1360,1
5,1,940,2440,1
3,1,940,2090,1
2,1,470,2460,0
3,3,0,1120,1
5,1,1490,1790,1
5,1.5,400,1960,1
4,2,0,2360,1
4,2,0,2450,1
3,2,660,2460,1
3,2,0,2190,1
5,2,1280,1550,1
3,1,730,2670,1
3,2,0,2120,1
6,1,1240,2060,1
3,3,0,1410,1
3,2,0,2250,1
3,1,640,1400,1
3,2,640,2420,1
4,1,1150,1920,1
4,2,0,2830,1
3,1,0,2800,1
3,1,530,2030,1
2,2,120,1150,0
4,2,0,2880,1
2,2,0,2305,0
4,2,560,1670,1
3,2,0,1970,1
3,2,0,2470,1
3,1,0,1410,1
3,1,0,3110,1
3,1,0,2040,1
2,1,0,1350,0
3,1,0,2060,1
4,2,0,2280,1
3,1,700,1990,1
3,1,380,1710,1
4,2,0,2665,1
3,2,240,1970,1
3,1,0,1650,1
2,1,0,1860,0
3,1,250,2190,1
4,2,0,3620,1
3,1,350,1220,1
4,2.5,0,1880,1
2,1,560,1320,0
3,1,1300,1860,1
3,1,330,1680,1
4,1,700,1680,1
3,1,0,1290,1
4,2,0,1690,1
3,1,0,1570,1
3,1,220,1460,1
2,1,0,1660,0
6,2,0,2560,1
3,1,0,1380,1
3,2,0,2050,1
3,1,500,1560,1
5,2,0,3270,1
4,1,1020,1300,1
4,1,950,2710,1
3,1,0,1460,1
4,2,0,2120,1
6,2,2390,4320,1
3,2,0,2650,1
4,1,0,1280,1
3,1,550,1280,1
3,2.5,190,1750,1
4,1,0,1550,1
3,2,0,1420,1
3,1,300,2080,1
3,1,0,1710,1
4,2,0,1890,1
2,1,0,980,0
3,2,370,1480,1
2,1,0,1260,0
4,2,0,2090,1
4,2,0,2510,1
5,1,500,2100,1
2,1,820,2690,0
4,1,840,2430,1
4,2,0,1180,1
2,1,0,2360,0
3,2,0,1530,1
3,1,0,2020,1
2,2.5,0,1500,0
4,2,0,3370,1
4,2,0,2390,1
3,1,0,1520,1
5,2,0,2860,1
4,1.5,960,1770,1
3,1,400,1930,1
5,1.5,1230,1509,1
3,2,170,1230,1
4,1,0,3050,1
4,2,0,3080,1
4,1,640,1890,1
4,1.5,750,1140,1
4,2.5,0,1720,1
3,1,900,1890,1
3,2,0,1277,1
3,1,700,1780,1
2,1,430,1470,0
3,1,1600,1550,1
4,2,0,2420,1
4,2,0,2820,1
4,1.5,0,1350,1
3,1,880,2140,1
3,2,750,2000,1
5,2,1780,3140,1
3,2,0,2050,1
3,2,830,2720,1
3,1,0,2200,1
4,1,620,1500,1
2,1,460,1500,0
3,2,0,1981,1
4,2,0,2820,1
4,1.5,0,1480,1
2,1,0,1270,0
3,1,800,1680,1
4,2,0,2030,1
5,2,780,1620,1
3,1,0,2720,1
3,1,650,1200,1
2,1.5,0,1520,0
3,1,730,1560,1
1,1,0,1270,0
4,2,640,1530,1
3,2,0,1850,1
3,1,480,1490,1
4,2,0,2790,1
4,1,650,2240,1
3,1,450,1570,1
3,1,1330,2210,1
3,2,0,2290,1
3,1,0,1900,1
3,2,0,2434,1
1,1,290,1130,0
4,2,0,2260,1
2,1,200,1850,0
2,1,0,860,0
2,1,0,1340,0
4,2,0,2380,1
4,2,0,2580,1
4,2,0,4640,1
4,1,950,1480,1
4,2,0,2700,1
2,1,0,1440,0
4,2,0,2242,1
3,1,0,1980,1
2,1,0,890,0
3,2,0,3040,1
4,1,720,2250,1
4,2,0,2340,1
3,2,0,1310,1
3,1,0,1900,1
4,2,0,2190,1
2,1.5,650,1390,0
3,1,650,2210,1
3,2,0,2480,1
4,1,0,1420,1
6,1,1100,1940,1
4,2,0,2880,1
4,1.5,800,1430,1
3,1,0,1870,1
2,2,0,2410,0
3,1.5,450,1500,1
3,1,300,1490,1
4,2,0,2290,1
3,1,0,1300,1
4,2,250,1980,1
4,1,2020,3160,1
2,1,0,1500,0
4,2,0,2750,1
2,1,0,1320,0
3,2,0,2360,1
4,2,0,3180,1
4,2,0,2900,1
5,1.5,0,2110,1
3,1,600,1640,1
2,1,0,1640,0
4,2,950,3970,1
3,1,0,1500,1
4,2,120,1710,1
5,1,1700,2750,1
3,1,920,2120,1
3,1,0,1980,1
3,1,530,1380,1
3,1,1290,2830,1
3,1,400,1580,1
3,1.5,0,1320,1
3,1,720,2010,1
4,2,940,3200,1
3,1,0,1330,1
3,2,0,2520,1
3,1,290,1480,1
5,2,1280,4600,1
3,1,0,840,1
2,1,0,1610,0
2,1,0,1610,0
3,1,700,1490,1
4,1,0,1150,1
3,2,0,2080,1
3,2,0,1760,1
5,1.5,700,1200,1
1,1,0,1560,0
3,1.5,1150,1540,1
3,2,0,2480,1
3,2,0,1820,1
4,1,600,1560,1
3,1.5,0,1380,1
2,1,0,2050,0
3,2,0,2950,1
3,2,0,2950,1
4,1,0,1510,1
3,1,0,1380,1
4,1,250,1630,1
3,1,850,1480,1
3,1,0,1220,1
5,1,1220,3290,1
4,1,0,1390,1
3,1.5,150,1240,1
4,2,0,2100,1
4,1,0,2080,1
3,2,0,1470,1
3,2,0,2670,1
6,2,0,2214,1
4,2,0,1830,1
4,2,0,2850,1
3,2,0,1600,1
3,2,0,2450,1
3,2,0,2440,1
3,1,0,1162,1
2,1,0,1480,0
5,1,740,1960,1
4,2,0,3950,1
3,1,530,1610,1
3,1,480,2340,1
4,2,0,2380,1
2,1,0,1410,0
3,1,0,2180,1
4,2,0,2360,1
3,1,0,1250,1
4,2,0,2900,1
3,2,0,2570,1
3,2,390,1550,1
4,2,1100,2420,1
4,1,1260,2460,1
3,1,690,1440,1
3,1,0,1650,1
5,2,0,1240,1
6,1.5,1380,2170,1
5,2,0,3160,1
4,1.5,0,1160,1
3,1,1030,1910,1
4,1,830,2140,1
4,2,0,2570,1
4,2,0,3060,1
4,2,0,2600,1
3,1,0,2020,1
5,1,1250,2340,1
2,1,0,1020,0
3,2,0,2430,1
3,2,0,2300,1
3,1.5,530,2080,1
4,1,600,2910,1
3,1,760,1760,1
4,1,0,2250,1
3,1,0,1760,1
3,1.5,0,1500,1
3,1,0,2090,1
3,1,0,1280,1
4,1,900,1940,1
4,1,0,2790,1
3,1,370,1700,1
5,2,860,2240,1
5,1,670,2490,1
4,2,0,3010,1
4,2,0,5600,1
3,2,600,2040,1
3,2,280,1690,1
2,2,0,2320,0
4,1,240,2170,1
6,2,930,3820,1
5,2.5,0,1670,1
3,1,0,2190,1
4,2,0,1650,1
6,2,1410,2610,1
3,1,0,1560,1
3,1,240,1670,1
2,2,400,1660,0
3,1,880,3540,1
4,1,1110,2220,1
4,1,0,1550,1
4,1,0,2400,1
3,1,330,1540,1
2,1,0,1390,0
4,1,820,1420,1
4,2,0,2550,1
3,2,0,1910,1
3,1,0,1720,1
4,1,600,1840,1
4,2,0,2850,1
3,1,0,1340,1
3,2,0,1975,1
5,2,0,3950,1
3,1,860,1260,1
3,1,280,2080,1
4,1.5,480,1330,1
3,1,0,1560,1
2,1,840,1860,0
4,2,480,2180,1
3,1,760,1320,1
4,2,0,3720,1
3,1,0,1120,1
3,1,0,1480,1
4,2,0,2890,1
3,2,0,3510,1
5,2,0,2460,1
4,1,830,1940,1
4,1,780,1900,1
4,1,890,2030,1
3,2,0,2400,1
3,2,1340,2280,1
3,1,0,1320,1
3,1,0,1320,1
3,1.5,0,1200,1
3,1.5,700,1600,1
2,1,150,1380,0
4,1,550,1100,1
4,1,910,2500,1
4,2,0,2530,1
3,1,0,3030,1
3,1.5,0,1270,1
4,2,0,4800,1
2,1,550,1530,0
3,1,0,2220,1
2,1,0,1300,0
3,2,0,2250,1
4,1.5,0,1420,1
3,1,340,1630,1
4,1,1450,3210,1
3,1,790,1580,1
6,1.5,0,2720,1
3,1,0,1390,1
3,1,0,1660,1
2,2,0,1510,0
4,1.5,0,1900,1
4,2,0,3350,1
3,2,590,2480,1
4,1,840,2350,1
4,2,0,2550,1
3,1,0,1680,1
2,1,660,1370,0
5,1,1500,2610,1
3,2,0,2290,1
3,1.5,890,1350,1
3,1,0,1700,1
4,1.5,380,1660,1
4,1,660,1390,1
3,2,1000,1730,1
4,2,0,2550,1
3,1.5,0,1590,1
3,1,0,2590,1
3,1,0,1660,1
3,2,420,1520,1
3,1,0,2040,1
2,1,0,740,0
3,1,0,1480,1
4,1,1160,1970,1
4,1.5,0,2800,1
4,2,0,1910,1
3,2,0,1580,1
2,1,0,1980,0
2,1,0,1700,0
4,2.5,610,2030,1
2,1.5,0,2640,0
1,1,0,1300,0
3,1,530,1600,1
4,2,0,2310,1
3,1,0,2600,1
3,1,0,1660,1
3,1,1190,2350,1
4,1,1010,1620,1
3,1,0,1580,1
2,1,0,1470,0
3,1,300,1840,1
5,2,1000,2030,1
5,1,1020,1950,1
4,1,0,2900,1
3,1,330,1950,1
3,2,0,1460,1
3,1,0,1330,1
2,1,0,1250,0
3,2,0,3110,1
2,1.5,720,1380,0
4,1,470,1780,1
4,2,140,1600,1
3,1,0,1460,1
2,1,0,1990,0
2,1,0,1200,0
1,2.5,0,2330,0
4,2,0,2790,1
3,1,0,2040,1
4,1.5,0,1770,1
4,1,730,1610,1
4,2,0,2240,1
3,2,220,1780,1
8,2,920,1800,1
4,1,0,1440,1
3,3,0,2340,1
4,2,0,2620,1
3,2,530,1500,1
3,1.5,0,1660,1
4,1.5,0,990,1
5,1,940,1350,1
3,1,800,1810,1
3,1,1140,860,1
4,2,0,1470,1
3,1,0,1440,1
3,1,800,1820,1
4,2,0,1870,1
6,1.5,500,1470,1
4,1,0,1540,1
4,2,1300,3990,1
3,1,0,1210,1
3,1.5,0,1310,1
5,1,1180,1400,1
3,1,440,2900,1
4,2,0,2320,1
3,1,550,1540,1
3,1,960,2250,1
3,1,0,2620,1
4,2,960,3170,1
3,2,0,2420,1
3,1,0,1440,1
2,1.5,0,2020,0
2,3,0,1220,0
4,2,0,2480,1
3,1,0,1120,1
4,2,0,3330,1
2,1,0,1370,0
3,3,0,1550,1
3,1,0,1576,1
5,1,1800,2680,1
4,2,0,2930,1
4,1.5,0,1490,1
3,2,0,1840,1
3,1,360,1530,1
2,1,0,2250,0
4,1,0,1150,1
3,2,0,1890,1
3,2,0,1850,1
3,1,0,1768,1
4,2.5,840,2920,1
3,1,350,1640,1
4,2,0,2730,1
4,2,0,2820,1
3,1,600,1870,1
3,1,0,1180,1
6,1,240,1510,1
3,1,0,1680,1
4,2,750,2520,1
3,2,0,2500,1
3,1.5,0,1610,1
2,1,590,1350,0
6,1,1400,2290,1
4,1,0,2560,1
5,1,1070,3180,1
3,2,0,1700,1
3,1,0,1310,1
3,1,400,1320,1
3,1,0,1810,1
4,1,960,1960,1
3,1,0,2000,1
3,1,450,2660,1
3,1.5,0,2190,1
5,2,780,2000,1
5,2,1110,2180,1
3,1,700,1030,1
4,2,0,3420,1
4,1,780,1960,1
1,1,0,1010,0
4,2,0,1730,1
3,2,0,1550,1
4,1,1000,1060,1
3,1.5,0,2130,1
5,1,1400,3210,1
3,2,0,3720,1
4,2,0,2390,1
5,2,0,2160,1
4,2,1320,3230,1
5,2,0,1750,1
4,2,0,2440,1
4,2,0,3010,1
3,1,0,1700,1
2,1,0,1420,0
2,1,0,1160,0
3,1,600,1790,1
2,1,140,1510,0
6,2,0,1530,1
2,1,260,1780,0
3,2,0,3860,1
3,1,800,2120,1
5,2,0,3430,1
4,2,0,3310,1
3,2,0,2240,1
4,1,1010,2390,1
3,2,0,1840,1
5,1,1000,2510,1
4,2,0,1960,1
4,2,710,2230,1
4,2,0,2820,1
4,1,0,2180,1
4,1.5,140,1620,1
3,1,0,1750,1
5,1.5,340,2740,1
4,2,0,1170,1
4,2.5,700,2980,1
4,2.5,0,1120,1
4,1,1280,2070,1
4,2,0,2260,1
3,1,0,1800,1
3,1,0,1180,1
3,1,440,1910,1
3,1,0,1210,1
4,1,1580,3340,1
3,1,180,1429,1
3,1.5,100,1900,1
4,2,0,3900,1
2,1,0,1010,0
3,1,330,1530,1
4,2,0,2930,1
4,1,910,2050,1
4,1,0,1370,1
3,1,630,1360,1
2,1,0,1220,0
3,1.5,0,1590,1
4,2,0,1890,1
4,2,0,3380,1
2,1.5,0,820,0
2,1,0,1510,0
4,1.5,900,1090,1
4,2,1070,2940,1
3,2,0,2610,1
4,1,900,1670,1
4,1.5,620,2060,1
4,2,140,1660,1
4,1,0,1750,1
3,2,0,2440,1
4,1.5,0,1590,1
4,2,0,3720,1
5,2,0,2180,1
4,1,0,2020,1
3,1,0,2110,1
4,2,0,4060,1
4,2,0,2140,1
3,1,400,1420,1
3,1,1020,1520,1
5,1,0,1380,1
4,2,0,1950,1
3,1,0,1800,1
3,1,0,2660,1
3,2,0,1630,1
4,1,470,1780,1
4,2,0,3180,1
4,2,0,3390,1
4,2,800,2670,1
2,1,0,1070,0
3,1,500,1320,1
4,2,0,2300,1
5,1,520,1820,1
4,1,1000,2430,1
2,1,530,1160,0
3,1,150,1480,1
3,2,0,2170,1
4,1.5,680,1570,1
3,1,1180,1880,1
2,1,0,1550,0
2,1,0,1400,0
4,2,300,2320,1
5,1.5,750,2160,1
2,1,0,1230,0
4,2,1270,2550,1
3,1,0,1690,1
3,1,750,1840,1
4,1,1800,3460,1
3,1,500,1580,1
2,1,320,2020,0
4,2,0,3360,1
4,1.5,1000,1820,1
4,1,850,2550,1
3,3,0,1740,1
3,1,0,2190,1
3,1,200,1780,1
4,1.5,0,1260,1
5,3,920,2360,1
2,1,0,1380,0
4,2,0,1860,1
4,1,830,2570,1
3,1,380,1380,1
2,1,600,1190,0
3,1,660,1600,1
5,2,0,2740,1
4,2,0,1830,1
4,1,770,2420,1
2,1,0,2170,0
5,2,0,1900,1
5,1,1480,1900,1
2,2,380,1530,0
4,1,1190,2620,1
3,2,460,2340,1
4,1.5,0,1340,1
4,1.5,0,1340,1
3,1,310,1550,1
2,1,0,1080,0
4,1,850,1560,1
5,2,1280,3030,1
3,2,0,1820,1
4,1,1230,1260,1
5,1,1040,1420,1
3,2,0,1820,1
3,1,0,1320,1
3,1,0,1770,1
5,1,1260,3910,1
5,2,0,3170,1
4,2,0,3190,1
3,2,0,3450,1
3,2,0,1420,1
4,2,0,2280,1
6,2,1010,1600,1
3,2,0,1680,1
3,1,0,1010,1
3,1,400,1200,1
4,2,0,3730,1
4,2,0,2770,1
3,2,0,2200,1
2,2,0,830,0
3,1.5,400,2540,1
4,2,0,2250,1
3,1,0,1720,1
4,2,0,2890,1
4,2,0,3040,1
4,1,1010,1840,1
4,1,500,1570,1
3,1,0,1300,1
3,1,0,1470,1
4,1,290,1560,1
4,1.5,0,1560,1
3,1,620,1690,1
4,1,1060,2280,1
4,1.5,640,1650,1
4,2,910,1360,1
4,1.5,400,1360,1
2,1,360,1250,0
3,1,930,1990,1
4,2,0,2330,1
3,1,0,1830,1
2,1,0,1370,0
4,2,0,2730,1
3,1.5,0,1420,1
3,1,0,1490,1
3,2,0,1600,1
2,1,580,1500,0
3,1,0,2060,1
3,1,0,1580,1
4,1,0,1940,1
4,1,0,1560,1
2,1,0,620,0
5,1,1284,3260,1
3,1,0,1760,1
3,1,430,1680,1
3,1,1000,2410,1
3,2,0,1720,1
5,1,0,1700,1
3,1,450,1400,1
4,1,720,1580,1
3,1.5,0,1450,1
4,1,0,1950,1
6,3,1240,1790,1
5,1,760,1970,1
4,2,0,1810,1
4,1,830,1780,1
4,1.5,780,2840,1
3,1,0,1520,1
3,1,0,1970,1
4,2,0,3020,1
3,2,0,2770,1
3,1,0,1300,1
3,2,0,2690,1
3,1,0,1740,1
3,1,460,1470,1
4,2,1400,3760,1
4,2,690,3910,1
5,2,0,3320,1
4,1,1370,2820,1
4,1,400,1390,1
2,1,0,1132,0
2,1,640,1090,0
3,1,0,1370,1
3,1,260,1640,1
4,1,580,2490,1
3,1,750,2180,1
4,2,0,2510,1
1,1,0,1320,0
4,1,890,1990,1
3,1,0,1970,1
4,1.5,0,1530,1
4,1.5,0,1200,1
3,2,0,1940,1
3,1,1330,1790,1
3,1,0,2450,1
3,2,0,1290,1
3,1.5,0,2280,1
2,1,940,1360,0
5,1,1670,1740,1
4,2,0,2120,1
2,1,0,1330,0
4,1,0,1010,1
1,1,0,1930,0
4,1,0,2840,1
2,1,0,1190,0
2,1,0,1230,0
1,1,0,1580,0
2,1,0,2670,0
3,2,0,2540,1
4,2,0,3600,1
3,1,440,1260,1
3,1,1350,2880,1
4,2,0,2590,1
4,2,0,2820,1
3,1,1040,1920,1
3,1,0,1320,1
4,2,0,2500,1
6,1,1020,1220,1
3,2,360,3300,1
4,1.5,0,1890,1
4,2,0,1810,1
4,1,1510,2450,1
3,1,0,1600,1
4,2,0,2950,1
3,1,0,1380,1
2,1,0,1440,0
3,1,0,1500,1
3,1,0,980,1
3,1,0,1060,1
4,1,1170,1810,1
4,2,0,2730,1
2,1,0,1800,0
3,2,0,1750,1
4,1,0,1030,1
5,1.5,390,1880,1
3,2,760,2760,1
2,1,0,1280,0
3,2,0,1660,1
4,2,800,1600,1
1,1,0,1830,0
3,2,0,2650,1
3,1,0,1600,1
2,2,0,1290,0
3,1,0,2040,1
2,1,0,1620,0
4,2,0,2470,1
3,1,650,2220,1
3,1,0,1560,1
3,3,270,1550,1
4,1,900,2080,1
5,1,820,1680,1
5,1,1800,3600,1
4,2,0,1940,1
2,1,0,840,0
3,2,0,3770,1
3,1,0,3060,1
3,3,0,1510,1
1,1,0,980,0
3,1,1120,2160,1
4,1,0,1540,1
3,1.5,0,1730,1
4,2,0,3320,1
1,1,0,1290,0
2,1,0,1190,0
4,1,260,1450,1
3,2,0,2080,1
4,1,640,2030,1
3,1,730,1590,1
2,2,290,1370,0
3,2,0,1540,1
3,2,0,1540,1
4,1,1620,3960,1
4,2,0,2650,1
2,1.5,0,1760,0
3,1,0,1300,1
4,1,0,2640,1
4,1.5,740,990,1
3,1,0,3480,1
4,1,400,1900,1
4,1,380,2310,1
2,1,0,1900,0
4,1,520,2070,1
3,2,0,1850,1
4,1,0,1660,1
3,1.5,0,1280,1
3,2,0,1830,1
4,2,0,2240,1
2,1,0,1610,0
4,1,0,1610,1
2,1.5,0,1410,0
3,2,390,2010,1
3,1,0,2070,1
4,1,0,1050,1
5,1.5,0,1830,1
2,1,0,1450,0
3,2,0,1880,1
3,1,0,870,1
3,1,520,1870,1
4,2,0,2660,1
3,1,0,1340,1
3,2,100,1300,1
6,1,1080,1230,1
4,2,0,3560,1
3,1,0,1200,1
2,1,0,820,0
6,2,190,1980,1
3,1.5,0,2890,1
3,2,0,3370,1
4,1,920,2010,1
3,1,0,1030,1
5,2,600,2970,1
4,1.5,0,2030,1
2,1,0,1820,0
3,2,0,3140,1
4,1,800,1900,1
3,2,0,3300,1
4,2,0,4620,1
3,2,0,1830,1
2,1,0,1350,0
5,1,2570,4050,1
4,2,0,3250,1
4,1,0,1750,1
3,1,1320,2740,1
3,1.5,0,1120,1
2,1.5,0,1850,0
5,1,0,1480,1
4,1,1060,1990,1
4,2,0,1650,1
4,1.5,1030,1900,1
3,1,810,1870,1
2,1,0,1230,0
3,1,400,1750,1
3,1,630,1780,1
3,1,440,1390,1
4,1.5,0,1300,1
3,2,0,1790,1
3,1,320,1810,1
3,1,0,1260,1
4,2,0,2390,1
4,1.5,360,3520,1
3,1,400,1790,1
2,1,670,1900,0
3,1,880,1680,1
5,1,2110,3450,1
5,2,0,3860,1
4,1,720,1410,1
4,1,700,1900,1
3,2,0,2070,1
4,1,580,2200,1
3,2,540,1750,1
5,1,1490,2430,1
4,1,1150,2400,1
3,2,0,3730,1
2,2,0,1380,0
4,2,0,2790,1
2,1,0,1980,0
3,1,2590,3430,1
3,2,0,1770,1
3,2,0,1770,1
3,1,0,1250,1
2,1,0,1310,0
3,1,1090,2150,1
4,2,0,1980,1
2,1,0,870,0
3,1.5,0,1820,1
4,1,740,1990,1
3,1,0,1780,1
4,2,960,2870,1
3,1,570,1810,1
4,1,240,1870,1
4,1,760,2060,1
5,2,0,1880,1
2,1,0,1572,0
4,2,0,3490,1
4,1,720,2040,1
3,1,400,1610,1
2,1,420,1460,0
4,1,750,2640,1
3,2,0,2170,1
3,3,0,1450,1
3,1,550,1390,1
3,1,0,2220,1
2,1,0,1600,0
3,1,480,1880,1
4,2,800,1050,1
3,1,0,1350,1
4,2,0,2810,1
1,1,0,1230,0
3,2,0,2080,1
3,1,0,1950,1
3,1,510,2390,1
4,1.5,0,1750,1
3,1,400,2320,1
3,2,0,1760,1
3,2,310,1460,1
3,1,0,1510,1
2,1,0,1088,0
3,1,100,1060,1
3,1,0,1850,1
5,1,700,1950,1
4,1,1580,2290,1
4,2,0,2400,1
3,1,0,1080,1
4,2,0,2460,1
3,1,370,1490,1
3,1.5,110,1650,1
3,1,700,1370,1
4,1,1300,1910,1
3,1,1480,3150,1
3,1,0,1520,1
3,2,0,2940,1
5,1.5,0,1510,1
5,2,0,3020,1
4,2,0,1990,1
3,1,0,1680,1
4,2,0,2150,1
4,1,1010,2430,1
4,1.5,0,1620,1
3,1,600,1390,1
4,1,0,1310,1
3,1.5,0,1360,1
3,1,530,3290,1
5,2,0,2260,1
4,2,0,3159,1
3,2,0,3560,1
3,1,810,1770,1
3,1,0,1440,1
4,2,0,2850,1
4,1,980,2030,1
3,1,460,2300,1
4,2,0,2370,1
4,2,0,4470,1
4,2,0,3110,1
4,2,0,2280,1
3,2,0,2120,1
2,2,0,1470,0
4,2,0,2690,1
3,1,0,1630,1
3,1,0,1630,1
4,1,610,1970,1
5,1,1410,2860,1
4,2,0,3150,1
3,1,0,1140,1
4,1,0,1820,1
4,1.5,0,1410,1
3,1.5,200,1440,1
4,2,820,2780,1
4,1.5,0,1310,1
4,2,0,2860,1
4,1.5,0,1360,1
4,2,0,2820,1
3,1.5,0,1510,1
4,2,0,1550,1
4,1,750,2130,1
2,1,0,1760,0
3,2,0,1700,1
3,2,0,2640,1
4,1,1480,2230,1
3,1,430,1490,1
3,1,0,1170,1
4,2,0,2040,1
2,2,0,1570,0
4,1,700,1820,1
3,1.5,460,2460,1
5,2,0,3570,1
4,1,1200,2670,1
3,1,0,1660,1
4,1,2500,4890,1
3,1,140,1870,1
2,1,0,1590,0
4,1,0,1570,1
3,1,0,1420,1
5,1.5,120,2330,1
4,2,0,3190,1
4,1,750,1340,1
3,1,720,2090,1
2,1,0,1420,0
3,2,0,1800,1
4,2,0,3420,1
4,2,880,1880,1
3,1,0,1130,1
3,1,1300,1980,1
3,1,0,1030,1
2,1,470,2040,0
2,2,90,2130,0
4,2,990,3690,1
3,1,0,2640,1
4,1,0,1770,1
3,1,440,1680,1
3,2,0,2590,1
3,1,0,1630,1
3,1,0,1370,1
2,1,590,1380,0
5,2,770,2980,1
4,2,0,1940,1
4,1,1320,1720,1
3,2,0,1640,1
5,2,0,1390,1
5,2,1940,3260,1
4,1,1200,1100,1
3,1,0,1570,1
3,1,880,1720,1
4,1,500,1710,1
3,1,0,1260,1
3,1,0,2360,1
3,1,0,1630,1
4,1,0,1790,1
3,1,660,1800,1
2,1,100,1670,0
4,1,950,2140,1
2,2,240,1550,0
3,2,600,2260,1
4,2,0,2170,1
3,1,420,1770,1
3,1.5,760,1600,1
4,1,800,1950,1
3,1,0,1430,1
4,1,0,2650,1
3,1,0,1170,1
3,1,0,1760,1
3,1,650,1660,1
3,1,0,1010,1
4,1,700,2340,1
3,1,720,1720,1
3,1,0,1600,1
3,1,0,1530,1
5,1.5,830,1920,1
5,1.5,1070,1600,1
4,2,0,1860,1
5,2,1400,3280,1
3,1,450,1430,1
3,1,0,2800,1
3,1,0,1000,1
3,1,0,1110,1
2,2,0,1340,0
2,1,0,1610,0
4,2,0,3680,1
6,1.5,0,1640,1
4,2,0,2360,1
4,2.5,320,2083,1
4,2,360,2430,1
6,1,0,1500,1
4,1,1280,1660,1
3,1,0,1230,1
2,1.5,810,1830,0
4,2,0,2770,1
4,1,860,2090,1
5,2,0,2630,1
4,1,1100,1390,1
4,2,0,2080,1
3,2,0,2010,1
3,2,1350,3780,1
3,2,0,2670,1
3,1,610,2450,1
3,1,0,1210,1
4,1,850,1610,1
4,1.5,0,1760,1
3,1,0,2180,1
4,1,1250,2690,1
3,2,300,1490,1
4,1.5,0,1330,1
2,1,0,740,0
3,1,100,920,1
4,1,340,2290,1
3,1.5,1380,2270,1
4,1,790,1900,1
3,1,610,1580,1
4,2,0,1990,1
4,2,0,1830,1
3,2,0,2190,1
2,3,0,2710,0
4,1,0,1190,1
3,1,610,1880,1
3,2,0,2130,1
5,1,1300,2160,1
4,2,0,1610,1
6,2,160,1400,1
3,2.5,0,2240,1
2,3,0,1320,0
4,2,0,1950,1
3,2,0,1580,1
3,1,0,1180,1
4,1,0,2540,1
2,1,260,1490,0
3,1.5,540,1530,1
4,2,0,3050,1
4,2,0,3430,1
3,2,0,2880,1
4,1.5,0,1380,1
3,1,0,1590,1
4,2,0,1940,1
3,1,0,1470,1
4,1,930,1790,1
3,1,0,890,1
5,1,760,1920,1
4,1,1020,2290,1
4,1,950,1010,1
6,2.5,1230,1520,1
3,2,430,1670,1
2,1,700,1540,0
4,2,0,2800,1
5,1,1550,1720,1
3,1,1300,1941,1
2,1,0,1260,0
3,1,500,1240,1
4,2,0,2230,1
3,1,630,2070,1
2,1,0,1470,0
5,1,800,2010,1
4,1,1000,1900,1
3,1,580,1790,1
3,1,0,1840,1
3,2,0,1677,1
6,2,350,1560,1
5,2,1260,1790,1
3,2,0,1340,1
4,2,0,1850,1
2,1,0,1270,0
3,1,0,1630,1
4,2,0,2420,1
4,2,1280,3640,1
3,2,0,2150,1
3,2,0,1370,1
3,2,0,1610,1
4,2,0,2800,1
3,2,0,2320,1
4,1,0,2340,1
4,1,570,1080,1
4,1,810,2030,1
4,1,980,1480,1
4,1,2350,3980,1
3,1,0,1140,1
3,1,0,1610,1
4,2,0,1850,1
3,1,0,1700,1
4,2,0,2460,1
3,2,550,1500,1
4,1.5,0,1270,1
4,2,1050,2470,1
3,1,1190,2530,1
4,2,0,2320,1
3,1,0,1950,1
6,2,0,2230,1
4,2,0,3010,1
3,1,590,2980,1
3,1,0,1566,1
3,1,1160,1230,1
3,1,0,1100,1
2,1,0,1900,0
3,1,450,1590,1
4,2,0,2220,1
2,2,0,1870,0
4,2,0,2080,1
3,1,0,2590,1
4,1,420,1490,1
5,2,0,3200,1
3,1,880,2950,1
3,2,0,2190,1
3,1,0,1860,1
4,1,1110,2790,1
5,2.5,0,2180,1
3,1,0,1550,1
2,1,0,2200,0
2,2,0,850,0
3,1,0,1710,1
4,2,0,2280,1
3,1,700,2240,1
2,1,0,2090,0
3,2,0,1610,1
3,2,0,2430,1
2,2,260,1570,0
4,2,200,2950,1
4,1,740,1910,1
5,2,0,2980,1
3,1,0,960,1
2,2.5,2490,3120,0
3,1,0,1060,1
5,2,1340,3690,1
5,1,0,1370,1
4,2,0,3370,1
3,1,1340,3390,1
2,2,0,2320,0
4,1,240,1060,1
5,1,1481,2530,1
4,2,0,2760,1
3,2,0,1960,1
3,2,1360,2730,1
3,1,560,2600,1
2,1,0,830,0
5,2,0,3150,1
4,1,0,2740,1
2,1,0,1700,0
5,2,770,3030,1
3,1.5,0,1520,1
3,1,0,1620,1
3,1,0,1570,1
4,2,0,2250,1
4,1.5,1140,2790,1
4,2,0,2590,1
4,1,700,2810,1
4,1,0,1150,1
3,2,260,1820,1
2,1,300,1380,0
2,1.5,0,2210,0
4,1,400,3260,1
4,2,0,3010,1
2,1,0,1200,0
